occasion_text,outfit,gender,season
evening office male,red sweater with gray sweatpants with green jacket with beige dress shoes with gray watch,male,winter
fall movie night male,olive t-shirt with beige sweatpants with olive vest with beige dress shoes with beige belt,male,fall
wedding female,blue wrap dress with blue jacket with gray heels,female,fall
gala unisex,red hoodie with blue jeans with pink boots with olive sunglasses,unisex,spring
spring birthday party female,green cocktail dress with gray cardigan with pink heels,female,spring
conference male,red polo shirt with white chinos with black vest with gray loafers,male,fall
date night female,pink wrap dress with blue blazer with brown boots,female,spring
daytime holiday party unisex,maroon button-down with brown sweatpants with green sneakers with red sunglasses,unisex,summer
night office female,yellow t-shirt with beige jeans with yellow coat with white sandals,female,all
gala unisex,red button-down with navy jeans with beige jacket with blue sandals with navy sunglasses,unisex,summer
evening beach female,pink sweater with olive leggings with black cardigan with black boots,female,fall
night movie night unisex,green hoodie with black jeans with pink sneakers with olive sunglasses,unisex,spring
fall shopping female,gray tank top with red dress pants with white cardigan with white sandals,female,spring
daytime business meeting female,green blouse with green leggings with gray sandals with blue jewelry,female,winter
night movie night female,red blouse with yellow shorts with red sandals,female,spring
holiday party unisex,maroon hoodie with green chinos with maroon jacket with olive boots,unisex,spring
hiking unisex,olive t-shirt with green shorts with green sneakers,unisex,all
spring movie night female,olive blouse with green dress pants with beige heels,female,winter
presentation male,yellow sweater with white dress pants with blue dress shoes with beige hat,male,spring
fall daytime presentation male,gray polo shirt with green sweatpants with navy sneakers,male,all
fall movie night female,blue t-shirt with navy leggings with black heels with olive purse,female,summer
brunch female,red maxi dress with blue cardigan with red boots,female,winter
office male,yellow hoodie with beige shorts with beige jacket with red boots,male,winter
winter anniversary female,pink crop top with red leggings with brown boots with red hat,female,winter
evening anniversary female,green tank top with green skirt with olive heels with white scarf,female,fall
wedding male,yellow sweater with black shorts with navy blazer with beige sneakers with black tie,male,summer
presentation male,navy t-shirt with black sweatpants with black loafers with red hat,male,summer
picnic female,beige wrap dress with olive flats with green jewelry,female,summer
spring beach male,green dress shirt with brown chinos with red loafers,male,fall
fall evening business meeting male,brown t-shirt with green sweatpants with green jacket with beige dress shoes,male,spring
presentation female,navy cocktail dress with black sandals with white jewelry,female,summer
night hiking male,gray polo shirt with white shorts with blue jacket with blue sneakers,male,winter
summer evening holiday party female,gray sweater with green jeans with black sandals with navy hat,female,summer
fall daytime movie night unisex,white hoodie with beige chinos with blue vest with yellow sneakers with red backpack,unisex,summer
fall daytime gala unisex,black button-down with pink sweatpants with navy boots with black sunglasses,unisex,all
winter daytime interview female,blue wrap dress with green boots,female,summer
evening beach male,beige polo shirt with beige shorts with blue boots with olive tie,male,summer
summer daytime office unisex,brown sweater with brown jeans with blue vest with pink sneakers with yellow backpack,unisex,fall
spring daytime wedding female,olive sweater with maroon dress pants with red jacket with brown heels,female,winter
winter interview male,gray sweater with black shorts with red boots with olive hat,male,fall
fall night presentation male,green hoodie with navy shorts with black dress shoes with red hat,male,fall
winter daytime birthday party unisex,beige sweater with gray sweatpants with yellow jacket with black boots,unisex,fall
beach male,black sweater with black dress pants with red boots with gray belt,male,fall
evening brunch unisex,beige t-shirt with beige chinos with white vest with pink sneakers with black backpack,unisex,summer
fall movie night unisex,black t-shirt with black chinos with white jacket with gray sandals with maroon hat,unisex,all
summer date night female,black wrap dress with gray blazer with gray boots,female,all
hiking unisex,red button-down with maroon jeans with olive boots,unisex,winter
summer daytime holiday party male,red sweater with olive shorts with gray blazer with brown boots with pink tie,male,fall
daytime movie night male,gray polo shirt with red jeans with gray blazer with olive boots,male,winter
winter night conference female,beige tank top with blue shorts with black jacket with green boots,female,winter
evening brunch unisex,beige hoodie with gray jeans with maroon coat with white boots,unisex,all
daytime presentation female,navy sundress with beige flats,female,winter
office male,navy sweater with yellow sweatpants with pink blazer with maroon loafers,male,fall
evening presentation male,white sweater with pink dress pants with white loafers with yellow watch,male,all
spring birthday party female,blue t-shirt with blue shorts with white cardigan with olive boots with black jewelry,female,fall
fall interview male,pink sweater with red chinos with blue dress shoes with green tie,male,all
shopping female,brown tank top with white skirt with olive cardigan with pink sandals,female,all
winter anniversary female,yellow maxi dress with pink blazer with maroon sandals,female,summer
winter evening gala female,navy t-shirt with olive dress pants with pink cardigan with white boots with blue jewelry,female,summer
night anniversary female,pink maxi dress with yellow boots with yellow jewelry,female,spring
summer night date night unisex,red t-shirt with white chinos with gray coat with navy sneakers,unisex,summer
